"variant","date_num","prob","SE","df","asymp.LCL","asymp.UCL","date","totcases","cases","smoothed_totcases","smoothed_cases"
"Omicron",18414,7.25760451123222e-40,3.77826378208932e-39,NA,-6.67950048586393e-39,8.13102138811038e-39,2020-06-01,1674,NA,1830.1796953746,NA
"Delta",18417,5.61428328797304e-41,2.53292790669473e-40,NA,-4.4030191437608e-40,5.52587580135541e-40,2020-06-04,3267,NA,2120.91943698883,NA
"Beta",18417,0.000204334038439333,4.17311794929224e-05,NA,0.000122542429600828,0.000286125647277837,2020-06-04,3267,0.6675593035813,2120.91943698883,0.433376033764404
"Alpha",18417,3.14430152922158e-17,1.31252523618179e-16,NA,-2.25807203879408e-16,2.8869323446384e-16,2020-06-04,3267,NA,2120.91943698883,NA
"C.1.2",18417,1.2064977318833e-49,1.60136415765144e-48,NA,-3.01796630194181e-48,3.25926584831847e-48,2020-06-04,3267,NA,2120.91943698883,NA
"Other",18417,0.999795665961561,4.17311794929497e-05,NA,0.999713874352722,0.999877457570399,2020-06-04,3267,3266.33244069642,2120.91943698883,2120.48606095507
"Omicron",18417,1.05565011421627e-39,5.45106284301788e-39,NA,-9.62823673556329e-39,1.17395369639958e-38,2020-06-04,3267,NA,2120.91943698883,NA
"Delta",18420,1.99722588973705e-40,8.88552650327326e-40,NA,-1.54180860403547e-39,1.94125378198288e-39,2020-06-07,2312,NA,2453.03198420407,NA
"Beta",18420,0.000252384699666305,5.04022088921162e-05,NA,0.000153598185496492,0.000351171213836117,2020-06-07,2312,0.583513425628496,2453.03198420407,0.619107740605185
"Alpha",18420,5.68561516706416e-17,2.33650065876642e-16,NA,-4.01089562432988e-16,5.14801865774271e-16,2020-06-07,2312,NA,2453.03198420407,NA
"C.1.2",18420,5.27189796435957e-49,6.90321790175449e-48,NA,-1.3002868668435e-47,1.40572482613069e-47,2020-06-07,2312,NA,2453.03198420407,NA
"Other",18420,0.999747615300334,5.04022088921582e-05,NA,0.999648828786164,0.999846401814504,2020-06-07,2312,2311.41648657437,2453.03198420407,2452.41287646347
"Omicron",18420,1.53666051151844e-39,7.8709132359836e-39,NA,-1.3890045956449e-38,1.69633669794859e-38,2020-06-07,2312,NA,2453.03198420407,NA
"Delta",18423,7.0783009795624e-40,3.10488758298873e-39,NA,-5.37763774074729e-39,6.79329793665977e-39,2020-06-10,2430,NA,2835.07589761124,NA
"Beta",18423,0.000311428870597519,6.07916343795443e-05,NA,0.000192279456652286,0.000430578284542753,2020-06-10,2430,0.756772155551972,2835.07589761124,0.882924484851316
"Alpha",18423,1.0258545604482e-16,4.14950897792045e-16,NA,-7.1070335898015e-16,9.15874271069789e-16,2020-06-10,2430,NA,2835.07589761124,NA
"C.1.2",18423,2.29364116912479e-48,2.96256969835325e-47,NA,-5.57716579354958e-47,6.03589402737454e-47,2020-06-10,2430,NA,2835.07589761124,NA
"Other",18423,0.999688571129402,6.07916343795509e-05,NA,0.999569421715457,0.999807720543348,2020-06-10,2430,2429.24322784445,2835.07589761124,2834.19297312638
"Omicron",18423,2.2386046193536e-39,1.13745918876039e-38,NA,-2.00551858191916e-38,2.45323950578988e-38,2020-06-10,2430,NA,2835.07589761124,NA
"Delta",18426,2.49888529787777e-39,1.0805788552138e-38,NA,-1.86800710888679e-38,2.36778416846235e-38,2020-06-13,3809,NA,3278.25275710489,NA
"Beta",18426,0.000383896013730775,7.32189548290085e-05,NA,0.000240389499280254,0.000527402528181297,2020-06-13,3809,1.46225991630052,3278.25275710489,1.25850816545449
"Alpha",18426,1.84679121560859e-16,7.35135275979613e-16,NA,-1.2561595431241e-15,1.62551778624581e-15,2020-06-13,3809,NA,3278.25275710489,NA
"C.1.2",18426,9.93437009733318e-48,1.26554789831258e-46,NA,-2.38108460042968e-46,2.57977200237634e-46,2020-06-13,3809,NA,3278.25275710489,NA
"Other",18426,0.999616103986269,7.32189548290096e-05,NA,0.999472597471818,0.999759610500719,2020-06-13,3809,3807.5377400837,3278.25275710489,3276.99424893944
"Omicron",18426,3.26383734580224e-39,1.64522323519673e-38,NA,-2.89819455293383e-38,3.55096202209428e-38,2020-06-13,3809,NA,3278.25275710489,NA
"Delta",18429,8.78669064971734e-39,3.74507196487431e-38,NA,-6.46153710569257e-38,8.21887523563604e-38,2020-06-16,2801,NA,3795.86443461066,NA
"Beta",18429,0.000472729098506666,8.80578772564335e-05,NA,0.000300138830529007,0.000645319366484324,2020-06-16,2801,1.32411420491717,3795.86443461066,1.79441557222701
"Alpha",18429,3.31697251673241e-16,1.29910575388732e-15,NA,-2.21450323805467e-15,2.87789774140115e-15,2020-06-16,2801,NA,3795.86443461066,NA
"C.1.2",18429,4.28301642879232e-47,5.38045334250309e-46,NA,-1.0117193128925e-45,1.09737964146834e-45,2020-06-16,2801,NA,3795.86443461066,NA
"Other",18429,0.999527270901493,8.80578772564189e-05,NA,0.999354680633515,0.999699861169471,2020-06-16,2801,2799.67588579508,3795.86443461066,3794.07001903843
"Omicron",18429,4.76256765274112e-39,2.38179005626438e-38,NA,-4.19196596373969e-38,5.14447949428792e-38,2020-06-16,2801,NA,3795.86443461066,NA
"Delta",18432,3.0768906469311e-38,1.29241486116964e-37,NA,-2.22539751628372e-37,2.84077564566994e-37,2020-06-19,3825,NA,4399.3674180892,NA
"Beta",18432,0.000581486879217412,0.000105744240172677,NA,0.000374231976906411,0.000788741781528414,2020-06-19,3825,2.2241873130066,4399.3674180892,2.55817443047545
"Alpha",18432,5.94327924676058e-16,2.28978688078356e-15,NA,-3.89357189393202e-15,5.08222774328414e-15,2020-06-19,3825,NA,4399.3674180892,NA
"C.1.2",18432,1.83777181257781e-46,2.27628371508903e-45,NA,-4.27765691891175e-45,4.64521128142731e-45,2020-06-19,3825,NA,4399.3674180892,NA
"Other",18432,0.999418513120782,0.000105744240172657,NA,0.999211258218471,0.999625768023093,2020-06-19,3825,3822.77581268699,4399.3674180892,4396.80924365872
"Omicron",18432,6.95544578754216e-39,3.45130066656489e-38,NA,-6.06888042753205e-38,7.45996958504049e-38,2020-06-19,3825,NA,4399.3674180892,NA
"Delta",18435,1.07288251534909e-37,4.44044404646595e-37,NA,-7.63022789108947e-37,9.77599292178765e-37,2020-06-22,4288,NA,5100.1377987491,NA
"Beta",18435,0.00071446487380205,0.000126784773793802,NA,0.000465971283378139,0.00096295846422596,2020-06-22,4288,3.06362537886319,5100.1377987491,3.64386930875634
"Alpha",18435,1.06227850028888e-15,4.02517895097295e-15,NA,-6.82692727494681e-15,8.95148427552457e-15,2020-06-22,4288,NA,5100.1377987491,NA
"C.1.2",18435,7.84699629051196e-46,9.58159424253541e-45,NA,-1.79948800007946e-44,1.95642792588969e-44,2020-06-22,4288,NA,5100.1377987491,NA
"Other",18435,0.999285535126197,0.000126784773793792,NA,0.999037041535773,0.999534028716621,2020-06-22,4288,4284.93637462113,5100.1377987491,5096.49392944034
"Omicron",18435,1.01669162287442e-38,5.00579999442064e-38,NA,-8.79449608000084e-38,1.08278793257497e-37,2020-06-22,4288,NA,5100.1377987491,NA
"Delta",18438,3.72469693448943e-37,1.51872011308575e-36,NA,-2.60416703079572e-36,3.34910641769361e-36,2020-06-25,6579,NA,5909.98768866157,NA
"Beta",18438,0.000876838006768694,0.000151766695564767,NA,0.000579380749409096,0.00117429526412829,2020-06-25,6579,5.76871724653124,5909.98768866157,5.18210182495354
"Alpha",18438,1.89385209351237e-15,7.05635998850205e-15,NA,-1.19363593459011e-14,1.57240635329259e-14,2020-06-25,6579,NA,5909.98768866157,NA
"C.1.2",18438,3.33366929095409e-45,4.01226158412206e-44,NA,-7.53052127233745e-44,8.19725513052827e-44,2020-06-25,6579,NA,5909.98768866157,NA
"Other",18438,0.999123161993229,0.000151766695564778,NA,0.99882570473587,0.999420619250589,2020-06-25,6579,6573.23128275346,5909.98768866157,5904.80558683661
"Omicron",18438,1.48745179861127e-38,7.26751400742701e-38,NA,-1.2756613913086e-37,1.57315175103086e-37,2020-06-25,6579,NA,5909.98768866157,NA
"Delta",18441,1.28728056405704e-36,5.17010887707458e-36,NA,-8.84594663115996e-36,1.1420507759274e-35,2020-06-28,6334,NA,6840.77152429955,NA
"Beta",18441,0.00107482821567545,0.00018136810528113,NA,0.000719353261380164,0.00143030316997073,2020-06-28,6334,6.80796191808828,6840.77152429955,7.3526542513063
"Alpha",18441,3.3675658502117e-15,1.23352227992541e-14,NA,-2.08090265776036e-14,2.7544158278027e-14,2020-06-28,6334,NA,6840.77152429955,NA
"C.1.2",18441,1.40891736024489e-44,1.67115418248641e-43,NA,-3.13451027426236e-43,3.41629374631133e-43,2020-06-28,6334,NA,6840.77152429955,NA
"Other",18441,0.998925171784321,0.000181368105281149,NA,0.998569696830026,0.999280646738616,2020-06-28,6334,6327.19203808189,6840.77152429955,6833.41887004822
"Omicron",18441,2.17818316936373e-38,1.05616014179685e-37,NA,-1.85221752289217e-37,2.28785415676491e-37,2020-06-28,6334,NA,6840.77152429955,NA
"Delta",18444,4.42836351893034e-36,1.751601801183e-35,NA,-2.99024009368113e-35,3.8759127974672e-35,2020-07-01,8124,NA,7902.502991802,NA
"Beta",18444,0.00131590064991146,0.000216369097201156,NA,0.000891825012029746,0.00173997628779317,2020-07-01,8124,10.6903768798807,7902.502991802,10.3989088228395
"Alpha",18444,5.97193295763292e-15,2.15005087817903e-14,NA,-3.61682899039632e-14,4.8112155819229e-14,2020-07-01,8124,NA,7902.502991802,NA
"C.1.2",18444,5.92282163136544e-44,6.92236964624168e-43,NA,-1.29753130311704e-42,1.41598773574435e-42,2020-07-01,8124,NA,7902.502991802,NA
"Other",18444,0.998684099350083,0.000216369097201282,NA,0.998260023712201,0.999108174987965,2020-07-01,8124,8113.30962312007,7902.502991802,7892.10408297912
"Omicron",18444,3.19265250269466e-38,1.53643587441608e-37,NA,-2.69209372814135e-37,3.33062422868028e-37,2020-07-01,8124,NA,7902.502991802,NA
"Delta",18447,1.51615896223721e-35,5.90510062926439e-35,NA,-1.00576255962058e-34,1.30899435206802e-34,2020-07-04,10853,NA,9071.65793961256,NA
"Beta",18447,0.00160899239180208,0.00025766344364161,NA,0.00110398132213195,0.0021140034614722,2020-07-04,10853,17.4623944282279,9071.65793961256,14.5962286058675
"Alpha",18447,1.05610794489705e-14,3.73637094418852e-14,NA,-6.26704453859436e-14,8.37926042838846e-14,2020-07-04,10853,NA,9071.65793961256,NA
"C.1.2",18447,2.47620991271272e-43,2.85127126525188e-42,NA,-5.34076799877635e-42,5.8360099813189e-42,2020-07-04,10853,NA,9071.65793961256,NA
"Other",18447,0.998391007608187,0.000257663443641787,NA,0.997885996538517,0.998896018677858,2020-07-04,10853,10835.5376055717,9071.65793961256,9057.06171100659
"Omicron",18447,4.68405441037055e-38,2.23742484039792e-37,NA,-3.91686666425814e-37,4.85367754633225e-37,2020-07-04,10853,NA,9071.65793961256,NA
"Delta",18450,5.16559682911417e-35,1.98069284855068e-34,NA,-3.36552696468396e-34,4.39864633050679e-34,2020-07-07,10134,NA,10270.3168959587,NA
"Beta",18450,0.0019647778730793,0.000306270621746485,NA,0.0013644984849335,0.0025650572612251,2020-07-07,10134,19.9110589657856,10270.3168959587,20.1788913866921
"Alpha",18450,1.86234982506913e-14,6.47312466073119e-14,NA,-1.08247413774021e-13,1.45494410275403e-13,2020-07-07,10134,NA,10270.3168959587,NA
"C.1.2",18450,1.02942974201728e-42,1.16761988820665e-41,NA,-2.18554995431599e-41,2.39143590271945e-41,2020-07-07,10134,NA,10270.3168959587,NA
"Other",18450,0.998035222126902,0.0003062706217468,NA,0.997434942738756,0.998635501515049,2020-07-07,10134,10114.088941034,10270.3168959587,10250.1380045718
"Omicron",18450,6.87878513689341e-38,3.26166691088563e-37,NA,-5.70487116121252e-37,7.0806281885912e-37,2020-07-07,10134,NA,10270.3168959587,NA
"Delta",18453,1.75110644683234e-34,6.60915035562599e-34,NA,-1.12025902186047e-33,1.47048031122694e-33,2020-07-10,12348,NA,11379.2813971683,NA
"Beta",18453,0.00239597530236463,0.000363347847902971,NA,0.00168382660661467,0.00310812399811459,2020-07-10,12348,29.5855030335984,11379.2813971683,27.2644771862725
"Alpha",18453,3.27444641680351e-14,1.11790001554736e-13,NA,-1.86359912710925e-13,2.51848841046995e-13,2020-07-10,12348,NA,11379.2813971683,NA
"C.1.2",18453,4.254909169523e-42,4.75309407285345e-41,NA,-8.89040228097126e-41,9.74138411487586e-41,2020-07-10,12348,NA,11379.2813971683,NA
"Other",18453,0.997604024697603,0.000363347847903411,NA,0.996891876001852,0.998316173393353,2020-07-10,12348,12318.414496966,11379.2813971683,11352.0169199817
"Omicron",18453,1.01117586585686e-37,4.75986617249724e-37,NA,-8.31799040346825e-37,1.0340342135182e-36,2020-07-10,12348,NA,11379.2813971683,NA
"Delta",18456,5.90556933212125e-34,2.19357489722096e-33,NA,-3.70877086273211e-33,4.88988472915636e-33,2020-07-13,11554,NA,12244.421724545,NA
"Beta",18456,0.00291769840402826,0.000430201647596695,NA,0.00207451866864894,0.00376087813940757,2020-07-13,11554,33.7110873601425,12244.421724545,35.7255297239539
"Alpha",18456,5.73985911611757e-14,1.92432364480035e-13,NA,-3.19761912679579e-13,4.3455909500193e-13,2020-07-13,11554,NA,12244.421724545,NA
"C.1.2",18456,1.74823987701223e-41,1.9230696510407e-40,NA,-3.59432326810056e-40,3.94397124350301e-40,2020-07-13,11554,NA,12244.421724545,NA
"Other",18456,0.997082301595914,0.000430201647597381,NA,0.996239121860534,0.997925481331295,2020-07-13,11554,11520.2889126392,12244.421724545,12208.6961948204
"Omicron",18456,1.48789173394816e-37,6.95375849582252e-37,NA,-1.21412244750534e-36,1.51170079429497e-36,2020-07-13,11554,NA,12244.421724545,NA
"Delta",18459,1.98110665125895e-33,7.24062471135667e-33,NA,-1.22102570085708e-32,1.61724703110888e-32,2020-07-16,13172,NA,12697.341623063,NA
"Beta",18459,0.00354785751873881,0.000508298316911376,NA,0.00255161112419018,0.00454410391328743,2020-07-16,13172,46.7323792368276,12697.341623063,45.0483589453793
"Alpha",18459,1.00302810252589e-13,3.30140868153973e-13,NA,-5.46761401153984e-13,7.47367021659163e-13,2020-07-16,13172,NA,12697.341623063,NA
"C.1.2",18459,7.13937959678415e-41,7.7319266510269e-40,NA,-1.44403598074397e-39,1.58682357267965e-39,2020-07-16,13172,NA,12697.341623063,NA
"Other",18459,0.996452142481161,0.000508298316912723,NA,0.99545589608661,0.997448388875712,2020-07-16,13172,13125.2676207619,12697.341623063,12652.2932641164
"Omicron",18459,2.19153773956496e-37,1.01699460030791e-36,NA,-1.77411901511871e-36,2.2124265630317e-36,2020-07-16,13172,NA,12697.341623063,NA
"Delta",18462,6.60981064598464e-33,2.37658450468206e-32,NA,-3.99703897079433e-32,5.31900109999126e-32,2020-07-19,13449,NA,12619.5945271441,NA
"Beta",18462,0.00430761353030028,0.000599272419977721,NA,0.00313306117021578,0.00548216589038477,2020-07-19,13449,57.9330943690084,12619.5945271441,54.3603361320294
"Alpha",18462,1.74716469528213e-13,5.64449152648711e-13,NA,-9.31583540767411e-13,1.28101647982384e-12,2020-07-19,13449,NA,12619.5945271441,NA
"C.1.2",18462,2.89733540135868e-40,3.08875523029673e-39,NA,-5.76411546830544e-39,6.34358254857718e-39,2020-07-19,13449,NA,12619.5945271441,NA
"Other",18462,0.995692386469525,0.000599272419979882,NA,0.994517834109436,0.996866938829614,2020-07-19,13449,13391.0669056286,12619.5945271441,12565.2341910099
"Omicron",18462,3.23118196230364e-37,1.48900043993724e-36,NA,-2.59526903901092e-36,3.24150543147165e-36,2020-07-19,13449,NA,12619.5945271441,NA
"Delta",18465,2.19301594932437e-32,7.75567021774358e-32,NA,-1.3007818353423e-31,1.73938502520717e-31,2020-07-22,13150,NA,12058.5813782633,NA
"Beta",18465,0.0052218870320829,0.00070493220969035,NA,0.00384024528954758,0.00660352877461822,2020-07-22,13150,68.6678144718902,12058.5813782633,62.9685497244697
"Alpha",18465,3.03334723880271e-13,9.61637340470141e-13,NA,-1.58143982963009e-12,2.18810927739063e-12,2020-07-22,13150,NA,12058.5813782633,NA
"C.1.2",18465,1.16827303969351e-39,1.22577158892193e-38,NA,-2.28564086359007e-38,2.51929547152877e-38,2020-07-22,13150,NA,12058.5813782633,NA
"Other",18465,0.994778112967614,0.000704932209694036,NA,0.993396471225071,0.996159754710156,2020-07-22,13150,13081.3321855241,12058.5813782633,11995.6128285352
"Omicron",18465,4.76879747403611e-37,2.18247535704879e-36,NA,-3.8006933495582e-36,4.75445284436543e-36,2020-07-22,13150,NA,12058.5813782633,NA
"Delta",18468,7.23437045286947e-32,2.51598161716913e-31,NA,-4.2077963101294e-31,5.65467040070329e-31,2020-07-25,12204,NA,11136.6286898414,NA
"Beta",18468,0.00631992346579191,0.000827260553931964,NA,0.00469852257425461,0.00794132435732922,2020-07-25,12204,77.1283459765245,11136.6286898414,70.3826409867399
"Alpha",18468,5.24849338670488e-13,1.63235020705052e-12,NA,-2.67449827730503e-12,3.72419695464601e-12,2020-07-25,12204,NA,11136.6286898414,NA
"C.1.2",18468,4.67976122487593e-39,4.83160186845845e-38,NA,-9.0017895273274e-38,9.93774177230259e-38,2020-07-25,12204,NA,11136.6286898414,NA
"Other",18468,0.993680076533683,0.000827260553937905,NA,0.992058675642134,0.995301477425232,2020-07-25,12204,12126.8716540171,11136.6286898414,11066.2460488488
"Omicron",18468,7.04513867204826e-37,3.20244296630581e-36,NA,-5.57215900929818e-36,6.98118674370783e-36,2020-07-25,12204,NA,11136.6286898414,NA
"Delta",18471,2.37245613068102e-31,8.11238519392015e-31,NA,-1.35275266781185e-30,1.82724389394805e-30,2020-07-28,7232,NA,9993.24299873919,NA
"Beta",18471,0.0076359124541537,0.000968409596772884,NA,0.00573786452219589,0.00953396038611151,2020-07-28,7232,55.2229188684395,9993.24299873919,76.3075286714568
"Alpha",18471,9.04952669306138e-13,2.76047060586685e-12,NA,-4.50547029857435e-12,6.31537563718663e-12,2020-07-28,7232,NA,9993.24299873919,NA
"C.1.2",18471,1.86191996087102e-38,1.89125990091248e-37,NA,-3.52060929510614e-37,3.89299328728035e-37,2020-07-28,7232,NA,9993.24299873919,NA
"Other",18471,0.992364087544941,0.000968409596783145,NA,0.990466039612963,0.994262135476919,2020-07-28,7232,7176.77708112502,9993.24299873919,9916.93547005869
"Omicron",18471,1.04183599699202e-36,4.70422250403825e-36,NA,-8.17827068618577e-36,1.02619426801698e-35,2020-07-28,7232,NA,9993.24299873919,NA
"Delta",18474,7.73328192239654e-31,2.59938684242586e-30,NA,-4.32137640080232e-30,5.86803278528163e-30,2020-07-31,11014,NA,8758.76401820297,NA
"Beta",18474,0.00920965596709255,0.00113068698989765,NA,0.00699355018910515,0.0114257617450799,2020-07-31,11014,101.435150821557,8758.76401820297,80.6652033045985
"Alpha",18474,1.55470360890993e-12,4.65018529392668e-12,NA,-7.55949208862415e-12,1.0668899306444e-11,2020-07-31,11014,NA,8758.76401820297,NA
"C.1.2",18474,7.35661301482747e-38,7.35038516028717e-37,NA,-1.36708288851778e-36,1.51421514881433e-36,2020-07-31,11014,NA,8758.76401820297,NA
"Other",18474,0.990790344031353,0.00113068698991411,NA,0.988574238253333,0.993006449809372,2020-07-31,11014,10912.5648491613,8758.76401820297,8678.09881488476
"Omicron",18474,1.54216790954112e-36,6.9177187100974e-36,NA,-1.20163116174287e-35,1.51006474365109e-35,2020-07-31,11014,NA,8758.76401820297,NA
"Delta",18477,2.50509641965022e-30,8.27560588030709e-30,NA,-1.37147930559995e-29,1.87249858953e-29,2020-08-03,5377,NA,7537.99804126693,NA
"Beta",18477,0.011087275032395,0.00131653110937079,NA,0.00850692147350167,0.0136676285912883,2020-08-03,5377,59.6162778491878,7537.99804126693,83.5758574771811
"Alpha",18477,2.66102377598151e-12,7.80227524052642e-12,NA,-1.26311546929189e-11,1.79532022448819e-11,2020-08-03,5377,NA,7537.99804126693,NA
"C.1.2",18477,2.88597824769086e-37,2.83586211139018e-36,NA,-5.26958977867737e-36,5.84678542821555e-36,2020-08-03,5377,NA,7537.99804126693,NA
"Other",18477,0.988912724964944,0.00131653110939807,NA,0.986332371405997,0.991493078523891,2020-08-03,5377,5317.3837221365,7537.99804126693,7454.42218376969
"Omicron",18477,2.28495068101272e-36,1.01835145608325e-35,NA,-1.76743710942582e-35,2.22442724562837e-35,2020-08-03,5377,NA,7537.99804126693,NA
"Delta",18480,8.06312465465703e-30,2.6173215574917e-29,NA,-4.32354352317831e-29,5.93616845410971e-29,2020-08-06,8307,NA,6405.5494702321,NA
"Beta",18480,0.0133219381270224,0.00152847225616427,NA,0.0103261875535718,0.0163176887004731,2020-08-06,8307,110.665340021175,6405.5494702321,85.3343337120133
"Alpha",18480,4.53706306004593e-12,1.30370472618552e-11,NA,-2.10150800379368e-11,3.00892061580287e-11,2020-08-06,8307,NA,6405.5494702321,NA
"C.1.2",18480,1.1238845784082e-36,1.08590085255928e-35,NA,-2.01593810395671e-35,2.24071501963835e-35,2020-08-06,8307,NA,6405.5494702321,NA
