"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"B.1.525",18554,"North West",0.001,4.29404915369291e-08,NA,0.001,0.001,2020-10-19
"B.1.351",18554,"North West",0.001,7.46343152295232e-09,NA,0.001,0.001,2020-10-19
"P.1",18554,"North West",0.001,3.54315777383922e-15,NA,0.001,0.001,2020-10-19
"B.1.617.1",18554,"North West",0.001,5.39314526242575e-81,NA,0.001,0.001,2020-10-19
"B.1.617.2",18554,"North West",0.001,1.40279775165744e-39,NA,0.001,0.001,2020-10-19
"B.1.1.7",18558,"North West",0.00215988966532736,0.000114468559874249,NA,0.00193553541061166,0.00238424392004305,2020-10-23
"other",18558,"North West",0.244164964998146,0.00380457860677417,NA,0.236708127952517,0.251621802043775,2020-10-23
"B.1.177+",18558,"North West",0.753675057220267,0.00379887518919832,NA,0.746229398667675,0.761120715772858,2020-10-23
"B.1.525",18558,"North West",0.001,7.20948845024038e-08,NA,0.001,0.001,2020-10-23
"B.1.351",18558,"North West",0.001,1.31249906039283e-08,NA,0.001,0.001,2020-10-23
"P.1",18558,"North West",0.001,1.11736737010906e-14,NA,0.001,0.001,2020-10-23
"B.1.617.1",18558,"North West",0.001,1.1043362135849e-77,NA,0.001,0.001,2020-10-23
"B.1.617.2",18558,"North West",0.001,3.92898720521819e-38,NA,0.001,0.001,2020-10-23
"B.1.1.7",18562,"North West",0.00325514592024975,0.000161404739349368,NA,0.00293879844419091,0.00357149339630859,2020-10-27
"other",18562,"North West",0.224367273325593,0.00360516607414879,NA,0.217301277661976,0.23143326898921,2020-10-27
"B.1.177+",18562,"North West",0.772377424683266,0.00359830254556162,NA,0.765324881288487,0.779429968078046,2020-10-27
"B.1.525",18562,"North West",0.001,1.19924690429208e-07,NA,0.001,0.001,2020-10-27
"B.1.351",18562,"North West",0.001,2.28672672548744e-08,NA,0.001,0.001,2020-10-27
"P.1",18562,"North West",0.001,3.47070076928385e-14,NA,0.001,0.001,2020-10-27
"B.1.617.1",18562,"North West",0.001,2.06509908450828e-74,NA,0.001,0.001,2020-10-27
"B.1.617.2",18562,"North West",0.001,1.06221698480322e-36,NA,0.001,0.001,2020-10-27
"B.1.1.7",18566,"North West",0.0048767075431784,0.000225776240824375,NA,0.00443419424259779,0.00531922084375902,2020-10-31
"other",18566,"North West",0.206423229124143,0.00342133906761819,NA,0.199717527772712,0.213128930475575,2020-10-31
"B.1.177+",18566,"North West",0.788699788893566,0.00341438079072364,NA,0.782007725514243,0.79539185227289,2020-10-31
"B.1.525",18566,"North West",0.001,1.97597966837298e-07,NA,0.001,0.001,2020-10-31
"B.1.351",18566,"North West",0.001,3.94633768397548e-08,NA,0.001,0.001,2020-10-31
"P.1",18566,"North West",0.001,1.06109174083514e-13,NA,0.001,0.001,2020-10-31
"B.1.617.1",18566,"North West",0.001,3.50328884303556e-71,NA,0.001,0.001,2020-10-31
"B.1.617.2",18566,"North West",0.001,2.76573487215814e-35,NA,0.001,0.001,2020-10-31
"B.1.1.7",18570,"North West",0.00726191351123469,0.000313284619588053,NA,0.00664788693993178,0.00787594008253761,2020-11-04
"other",18570,"North West",0.190219527422768,0.00325162905613564,NA,0.183846451581658,0.196592603263878,2020-11-04
"B.1.177+",18570,"North West",0.802518080072249,0.00324732272132191,NA,0.79615344449228,0.808882715652219,2020-11-04
"B.1.525",18570,"North West",0.001,3.22395355055794e-07,NA,0.001,0.001,2020-11-04
"B.1.351",18570,"North West",0.001,6.7439059725131e-08,NA,0.001,0.001,2020-11-04
"P.1",18570,"North West",0.001,3.19051658516863e-13,NA,0.001,0.001,2020-11-04
"B.1.617.1",18570,"North West",0.001,5.35528455291717e-68,NA,0.001,0.001,2020-11-04
"B.1.617.2",18570,"North West",0.001,6.91909909350921e-34,NA,0.001,0.001,2020-11-04
"B.1.1.7",18574,"North West",0.0107458495278486,0.000431126113768238,NA,0.00990085787206814,0.0115908411836291,2020-11-08
"other",18574,"North West",0.175618448897452,0.00309431941541095,NA,0.169553694286584,0.181683203508321,2020-11-08
"B.1.177+",18574,"North West",0.813634872065915,0.00309858517206672,NA,0.807561756725634,0.819707987406195,2020-11-08
"B.1.525",18574,"North West",0.001,5.20638130559943e-07,NA,0.001,0.001,2020-11-08
"B.1.351",18574,"North West",0.001,1.14074309541848e-07,NA,0.001,0.001,2020-11-08
"P.1",18574,"North West",0.001,9.4263446884783e-13,NA,0.001,0.001,2020-11-08
"B.1.617.1",18574,"North West",0.001,7.32627703499228e-65,NA,0.001,0.001,2020-11-08
"B.1.617.2",18574,"North West",0.001,1.65902172546221e-32,NA,0.001,0.001,2020-11-08
"B.1.1.7",18578,"North West",0.0157950625985224,0.000588149928939721,NA,0.0146423099202907,0.016947815276754,2020-11-12
"other",18578,"North West",0.162462487218794,0.00294752051885262,NA,0.15668545315815,0.168239521279438,2020-11-12
"B.1.177+",18578,"North West",0.821741025576014,0.00297195762461663,NA,0.815916095668186,0.827565955483842,2020-11-12
"B.1.525",18578,"North West",0.001,8.31688997272079e-07,NA,0.001,0.001,2020-11-12
"B.1.351",18578,"North West",0.001,1.90887569695218e-07,NA,0.001,0.001,2020-11-12
"P.1",18578,"North West",0.001,2.73355475695061e-12,NA,0.001,0.001,2020-11-12
"B.1.617.1",18578,"North West",0.001,8.90695917089619e-62,NA,0.001,0.001,2020-11-12
"B.1.617.2",18578,"North West",0.001,3.80247660869606e-31,NA,0.001,0.001,2020-11-12
"B.1.1.7",18582,"North West",0.0230475277697131,0.00079482550540219,NA,0.0214896984051309,0.0246053571342952,2020-11-16
"other",18582,"North West",0.150577224759456,0.00280918087362082,NA,0.145071331421101,0.156083118097812,2020-11-16
"B.1.177+",18582,"North West",0.826372822911565,0.00287500364978583,NA,0.820737919302564,0.832007726520567,2020-11-16
"B.1.525",18582,"North West",0.001,1.31313015058745e-06,NA,0.001,0.001,2020-11-16
"B.1.351",18582,"North West",0.001,3.15752855931292e-07,NA,0.001,0.001,2020-11-16
"P.1",18582,"North West",0.001,7.77044140804181e-12,NA,0.001,0.001,2020-11-16
"B.1.617.1",18582,"North West",0.001,9.55384517983012e-59,NA,0.001,0.001,2020-11-16
"B.1.617.2",18582,"North West",0.001,8.30702389053938e-30,NA,0.001,0.001,2020-11-16
"B.1.1.7",18586,"North West",0.0333549155361917,0.00106279742959163,NA,0.0312718708513304,0.035437960221053,2020-11-20
"other",18586,"North West",0.13977279053259,0.00267706899516469,NA,0.134525831717938,0.145019749347241,2020-11-20
"B.1.177+",18586,"North West",0.826868208915915,0.00282062180778413,NA,0.82133989175865,0.83239652607318,2020-11-20
"B.1.525",18586,"North West",0.001,2.04692571660327e-06,NA,0.001,0.001,2020-11-20
"B.1.351",18586,"North West",0.001,5.15763250938458e-07,NA,0.001,0.001,2020-11-20
"P.1",18586,"North West",0.001,2.1617445283027e-11,NA,0.001,0.001,2020-11-20
"B.1.617.1",18586,"North West",0.001,8.97357961860924e-56,NA,0.001,0.001,2020-11-20
"B.1.617.2",18586,"North West",0.001,1.72432032528152e-28,NA,0.001,0.001,2020-11-20
"B.1.1.7",18590,"North West",0.0478173296972491,0.00140366983806514,NA,0.0450661873684563,0.050568472026042,2020-11-24
"other",18590,"North West",0.129844762353354,0.00254876700901653,NA,0.124849270810698,0.134840253896011,2020-11-24
"B.1.177+",18590,"North West",0.822331103644372,0.00282770118836388,NA,0.816788911156138,0.827873296132606,2020-11-24
"B.1.525",18590,"North West",0.001,3.14573710859853e-06,NA,0.001,0.001,2020-11-24
"B.1.351",18590,"North West",0.001,8.30806530781888e-07,NA,0.001,0.001,2020-11-24
"P.1",18590,"North West",0.001,5.87429619801363e-11,NA,0.001,0.001,2020-11-24
"B.1.617.1",18590,"North West",0.001,7.32277852235327e-53,NA,0.001,0.001,2020-11-24
"B.1.617.2",18590,"North West",0.001,3.38889810147158e-27,NA,0.001,0.001,2020-11-24
"B.1.1.7",18594,"North West",0.0677912334268928,0.00182652514758221,NA,0.064211309920775,0.0713711569330106,2020-11-28
"other",18594,"North West",0.1205761121625,0.00242172066895105,NA,0.115829626870739,0.12532259745426,2020-11-28
"B.1.177+",18594,"North West",0.811621469717059,0.00291871156224799,NA,0.805900900173792,0.817342039260325,2020-11-28
"B.1.525",18594,"North West",0.001,4.75742283424673e-06,NA,0.001,0.001,2020-11-28
"B.1.351",18594,"North West",0.001,1.31746853405248e-06,NA,0.001,0.001,2020-11-28
"P.1",18594,"North West",0.001,1.55548124011903e-10,NA,0.001,0.001,2020-11-28
"B.1.617.1",18594,"North West",0.001,5.14882689532032e-50,NA,0.001,0.001,2020-11-28
"B.1.617.2",18594,"North West",0.001,6.28137690999919e-26,NA,0.001,0.001,2020-11-28
"B.1.1.7",18598,"North West",0.0948389304890127,0.00233367641146033,NA,0.0902650087709798,0.0994128522070457,2020-12-02
"other",18598,"North West",0.111742693327763,0.00229338550246191,NA,0.107247740340271,0.116237646315255,2020-12-02
"B.1.177+",18598,"North West",0.793400274262819,0.00311206911524648,NA,0.787300730879537,0.799499817646102,2020-12-02
"B.1.525",18598,"North West",0.001,7.0640965890481e-06,NA,0.001,0.001,2020-12-02
"B.1.351",18598,"North West",0.001,2.05223458625527e-06,NA,0.001,0.001,2020-12-02
"P.1",18598,"North West",0.001,4.00205162924582e-10,NA,0.001,0.001,2020-12-02
"B.1.617.1",18598,"North West",0.001,3.09209117743882e-47,NA,0.001,0.001,2020-12-02
"B.1.617.2",18598,"North West",0.001,1.09315554238689e-24,NA,0.001,0.001,2020-12-02
"B.1.1.7",18602,"North West",0.130577628450627,0.00291456250974555,NA,0.124865190900836,0.136290066000419,2020-12-06
"other",18602,"North West",0.103125473346696,0.00216148192945018,NA,0.0988890466117395,0.107361900081653,2020-12-06
"B.1.177+",18602,"North West",0.766268132361735,0.00341034978495363,NA,0.759583969608542,0.772952295114928,2020-12-06
"B.1.525",18602,"North West",0.001,1.02703911467857e-05,NA,0.001,0.001,2020-12-06
"B.1.351",18602,"North West",0.001,3.13203320032251e-06,NA,0.001,0.001,2020-12-06
"P.1",18602,"North West",0.001,9.97104632223803e-10,NA,0.001,0.001,2020-12-06
"B.1.617.1",18602,"North West",0.001,1.57137477831966e-44,NA,0.001,0.001,2020-12-06
"B.1.617.2",18602,"North West",0.001,1.77743893857484e-23,NA,0.001,0.001,2020-12-06
"B.1.1.7",18606,"North West",0.176390283835648,0.00353890569721291,NA,0.169454156124427,0.183326411546869,2020-12-10
"other",18606,"North West",0.0945323155045116,0.00202431317023579,NA,0.0905647345974193,0.0984998964116038,2020-12-10
"B.1.177+",18606,"North West",0.729032661968881,0.00378994308107965,NA,0.721604510026508,0.736460813911254,2020-12-10
"B.1.525",18606,"North West",0.001,1.45752052785481e-05,NA,0.001,0.001,2020-12-10
"B.1.351",18606,"North West",0.001,4.66930594114481e-06,NA,0.001,0.001,2020-12-10
"P.1",18606,"North West",0.001,2.39650772519788e-09,NA,0.001,0.001,2020-12-10
"B.1.617.1",18606,"North West",0.001,6.6922757513957e-42,NA,0.001,0.001,2020-12-10
"B.1.617.2",18606,"North West",0.001,2.68569387142024e-22,NA,0.001,0.001,2020-12-10
"B.1.1.7",18610,"North West",0.232998657826893,0.00415234596608699,NA,0.224860209282013,0.241137106371774,2020-12-14
"other",18610,"North West",0.085829207884803,0.00188102963811249,NA,0.0821424575402501,0.0895159582293559,2020-12-14
"B.1.177+",18610,"North West",0.681104270312863,0.00419799235709203,NA,0.672876356485588,0.689332184140138,2020-12-14
"B.1.525",18610,"North West",0.001,2.01247573714754e-05,NA,0.001,0.001,2020-12-14
"B.1.351",18610,"North West",0.001,6.77891898056123e-06,NA,0.001,0.001,2020-12-14
"P.1",18610,"North West",0.001,5.53388546271803e-09,NA,0.001,0.001,2020-12-14
"B.1.617.1",18610,"North West",0.001,2.36489874369039e-39,NA,0.001,0.001,2020-12-14
"B.1.617.2",18610,"North West",0.001,3.74993248408421e-21,NA,0.001,0.001,2020-12-14
"B.1.1.7",18614,"North West",0.299984023775788,0.00467967281075918,NA,0.290812033607269,0.309156013944308,2020-12-18
"other",18614,"North West",0.0769745701730932,0.00173171963608875,NA,0.0735804620550384,0.0803686782911479,2020-12-18
"B.1.177+",18614,"North West",0.622941340406696,0.00455923912767346,NA,0.614005395919551,0.631877284893842,2020-12-18
"B.1.525",18614,"North West",0.001,2.69545309287429e-05,NA,0.001,0.001,2020-12-18
"B.1.351",18614,"North West",0.001,9.55669659473085e-06,NA,0.001,0.001,2020-12-18
"P.1",18614,"North West",0.001,1.22284638103113e-08,NA,0.001,0.001,2020-12-18
"B.1.617.1",18614,"North West",0.001,6.86623534560392e-37,NA,0.001,0.001,2020-12-18
"B.1.617.2",18614,"North West",0.001,4.81164953263645e-20,NA,0.001,0.001,2020-12-18
"B.1.1.7",18618,"North West",0.375447358556586,0.00503978862583555,NA,0.365569554360254,0.385325162752919,2020-12-22
"other",18618,"North West",0.0680425993640904,0.00157734308438986,NA,0.064951063727423,0.0711341350007579,2020-12-22
"B.1.177+",18618,"North West",0.556367018575193,0.00479309561357008,NA,0.546972723798139,0.565761313352247,2020-12-22
"B.1.525",18618,"North West",0.001,3.49417925707657e-05,NA,0.001,0.001,2020-12-22
"B.1.351",18618,"North West",0.001,1.30546630594937e-05,NA,0.001,0.001,2020-12-22
"P.1",18618,"North West",0.001,2.57709383640479e-08,NA,0.001,0.001,2020-12-22
"B.1.617.1",18618,"North West",0.001,1.62279198148073e-34,NA,0.001,0.001,2020-12-22
"B.1.617.2",18618,"North West",0.001,5.64563515249079e-19,NA,0.001,0.001,2020-12-22
"B.1.1.7",18622,"North West",0.456043341598638,0.00517030407788499,NA,0.445909731816863,0.466176951380413,2020-12-26
"other",18622,"North West",0.0592188155927763,0.00141970198893707,NA,0.0564362508256798,0.0620013803598728,2020-12-26
"B.1.177+",18622,"North West",0.484540030459383,0.0048376676778396,NA,0.475058376041644,0.494021684877122,2020-12-26
"B.1.525",18622,"North West",0.001,4.37989692490572e-05,NA,0.001,0.001,2020-12-26
"B.1.351",18622,"North West",0.001,1.72638266957514e-05,NA,0.001,0.001,2020-12-26
"P.1",18622,"North West",0.001,5.16767770295018e-08,NA,0.001,0.001,2020-12-26
"B.1.617.1",18622,"North West",0.001,3.09653478165536e-32,NA,0.001,0.001,2020-12-26
"B.1.617.2",18622,"North West",0.001,6.03370410615832e-18,NA,0.001,0.001,2020-12-26
"B.1.1.7",18626,"North West",0.537504992491627,0.00505079941563446,NA,0.527605607543847,0.547404377439406,2020-12-30
"other",18626,"North West",0.0507598974383758,0.00126156959124073,NA,0.048287266475553,0.0532325284011985,2020-12-30
"B.1.177+",18626,"North West",0.411470453032989,0.00467108255482959,NA,0.402315299456709,0.420625606609268,2020-12-30
"B.1.525",18626,"North West",0.001,5.31278183660066e-05,NA,0.001,0.001,2020-12-30
"B.1.351",18626,"North West",0.001,2.21160408729753e-05,NA,0.001,0.001,2020-12-30
"P.1",18626,"North West",0.001,9.85097515902311e-08,NA,0.001,0.001,2020-12-30
"B.1.617.1",18626,"North West",0.001,4.73808433593009e-30,NA,0.001,0.001,2020-12-30
"B.1.617.2",18626,"North West",0.001,5.8590313409627e-17,NA,0.001,0.001,2020-12-30
"B.1.1.7",18630,"North West",0.615516798378282,0.00471086863420327,NA,0.606283665519344,0.624749931237219,2021-01-03
"other",18630,"North West",0.0429288725580642,0.00110674353647094,NA,0.0407596950864586,0.0450980500296697,2021-01-03
"B.1.177+",18630,"North West",0.341211397702639,0.00431821524092852,NA,0.332747851352927,0.349674944052351,2021-01-03
"B.1.525",18630,"North West",0.001,6.25233873143112e-05,NA,0.001,0.001,2021-01-03
"B.1.351",18630,"North West",0.001,2.7508338321632e-05,NA,0.001,0.001,2021-01-03
"P.1",18630,"North West",0.001,1.78630504954504e-07,NA,0.001,0.001,2021-01-03
"B.1.617.1",18630,"North West",0.001,5.7827877551201e-28,NA,0.001,0.001,2021-01-03
"B.1.617.2",18630,"North West",0.001,5.16425288118175e-16,NA,0.001,0.001,2021-01-03
"B.1.1.7",18634,"North West",0.686579024902021,0.00421770487522313,NA,0.678312475249165,0.694845574554877,2021-01-07
"other",18634,"North West",0.0359320478957016,0.00095963857140684,NA,0.0340511908575687,0.0378129049338345,2021-01-07
"B.1.177+",18634,"North West",0.277057521662179,0.00383863290675459,NA,0.26953393941507,0.284581103909289,2021-01-07
"B.1.525",18634,"North West",0.001,7.16855771443225e-05,NA,0.001,0.001,2021-01-07
"B.1.351",18634,"North West",0.001,3.33402791655575e-05,NA,0.001,0.001,2021-01-07
"P.1",18634,"North West",0.001,3.08724084521075e-07,NA,0.001,0.001,2021-01-07
"B.1.617.1",18634,"North West",0.001,5.60692176623976e-26,NA,0.001,0.001,2021-01-07
"B.1.617.2",18634,"North West",0.001,4.13288747530844e-15,NA,0.001,0.001,2021-01-07
"B.1.1.7",18638,"North West",0.74852305066578,0.00365145596401901,NA,0.741366328485168,0.755679772846391,2021-01-11
"other",18638,"North West",0.0298822181516404,0.000824415513270895,NA,0.0282663934373333,0.0314980428659474,2021-01-11
"B.1.177+",18638,"North West",0.221066115742366,0.00330361290596131,NA,0.21459115342782,0.227541078056912,2021-01-11
"B.1.525",18638,"North West",0.001,8.04906441946793e-05,NA,0.001,0.001,2021-01-11
"B.1.351",18638,"North West",0.001,3.95473987910864e-05,NA,0.001,0.001,2021-01-11
"P.1",18638,"North West",0.001,5.09988711882196e-07,NA,0.001,0.001,2021-01-11
"B.1.617.1",18638,"North West",0.001,4.30496046956424e-24,NA,0.001,0.001,2021-01-11
"B.1.617.2",18638,"North West",0.001,3.00645901886988e-14,NA,0.001,0.001,2021-01-11
"B.1.1.7",18642,"North West",0.800564270324513,0.00308238474490078,NA,0.794522907238012,0.806605633411014,2021-01-15
"other",18642,"North West",0.0247958067398029,0.000704103010432109,NA,0.0234157901979497,0.0261758232816561,2021-01-15
"B.1.177+",18642,"North West",0.174006733897501,0.00277513756994117,NA,0.168567564208272,0.17944590358673,2021-01-15
"B.1.525",18642,"North West",0.001,8.89985058365967e-05,NA,0.001,0.001,2021-01-15
"B.1.351",18642,"North West",0.001,4.61174228332033e-05,NA,0.001,0.001,2021-01-15
"P.1",18642,"North West",0.001,8.07887335792136e-07,NA,0.001,0.001,2021-01-15
"B.1.617.1",18642,"North West",0.001,2.6098679915079e-22,NA,0.001,0.001,2021-01-15
"B.1.617.2",18642,"North West",0.001,1.99093940388349e-13,NA,0.001,0.001,2021-01-15
"B.1.1.7",18646,"North West",0.843014363066949,0.0025587305930381,NA,0.837999343258453,0.848029382875444,2021-01-19
"other",18646,"North West",0.0206145279474223,0.000600161832469799,NA,0.0194382323708859,0.0217908235239586,2021-01-19
"B.1.177+",18646,"North West",0.135627078542392,0.0022948978620002,NA,0.131129161384673,0.14012499570011,2021-01-19
"B.1.525",18646,"North West",0.001,9.74031251672469e-05,NA,0.001,0.001,2021-01-19
"B.1.351",18646,"North West",0.001,5.30861398795785e-05,NA,0.001,0.001,2021-01-19
"P.1",18646,"North West",0.001,1.23137774673241e-06,NA,0.001,0.001,2021-01-19
"B.1.617.1",18646,"North West",0.001,1.2456045379933e-20,NA,0.001,0.001,2021-01-19
"B.1.617.2",18646,"North West",0.001,1.20194694326335e-12,NA,0.001,0.001,2021-01-19
"B.1.1.7",18650,"North West",0.876870554453155,0.0021054712713704,NA,0.872743906590785,0.880997202315524,2021-01-23
"other",18650,"North West",0.0172340013890384,0.000512530184469954,NA,0.0162294606864876,0.0182385420915892,2021-01-23
"B.1.177+",18650,"North West",0.105035061222721,0.0018833442470143,NA,0.101343774328083,0.10872634811736,2021-01-23
"B.1.525",18650,"North West",0.001,0.000105953905700593,NA,0.001,0.001,2021-01-23
"B.1.351",18650,"North West",0.001,6.05199786709072e-05,NA,0.001,0.001,2021-01-23
"P.1",18650,"North West",0.001,1.81177120019003e-06,NA,0.001,0.001,2021-01-23
"B.1.617.1",18650,"North West",0.001,4.67138962670434e-19,NA,0.001,0.001,2021-01-23
"B.1.617.2",18650,"North West",0.001,6.62561439748908e-12,NA,0.001,0.001,2021-01-23
"B.1.1.7",18654,"North West",0.903453472883354,0.0017291861921047,NA,0.900064330224265,0.906842615542443,2021-01-27
"other",18654,"North West",0.014524675881182,0.000439867043162233,NA,0.0136625523185979,0.0153867994437661,2021-01-27
"B.1.177+",18654,"North West",0.0810399232439313,0.00154428337788976,NA,0.0780131834413436,0.0840666630465191,2021-01-27
"B.1.525",18654,"North West",0.001,0.000114889180090823,NA,0.001,0.001,2021-01-27
"B.1.351",18654,"North West",0.001,6.85017061648943e-05,NA,0.001,0.001,2021-01-27
"P.1",18654,"North West",0.001,2.58243126178542e-06,NA,0.001,0.001,2021-01-27
"B.1.617.1",18654,"North West",0.001,1.38529809415554e-17,NA,0.001,0.001,2021-01-27
"B.1.617.2",18654,"North West",0.001,3.34755358215116e-11,NA,0.001,0.001,2021-01-27
"B.1.1.7",18658,"North West",0.924106594186238,0.00142516620439601,NA,0.921313319753638,0.926899868618837,2021-01-31
