"LINEAGE","DATE_NUM","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"Omicron (BA.4)",19057,5.53334589975253e-05,4.36243631222786e-05,NA,-3.01687215706381e-05,0.000140835639565689,2022-03-06
"Omicron (BA.5)",19057,1.65026599398463e-06,3.4175410789853e-06,NA,-5.04799143651271e-06,8.34852342448198e-06,2022-03-06
"Omicron (BA.1)",19064,0.0697942832919759,0.00303662529167131,NA,0.0638426070857567,0.0757459594981951,2022-03-13
"Other",19064,0.000368123536341052,9.9808194748382e-05,NA,0.000172503069272263,0.00056374400340984,2022-03-13
"Alpha",19064,2.73257920941171e-47,1.41100764507805e-46,NA,-2.49226624532248e-46,3.03878208720483e-46,2022-03-13
"Beta",19064,5.11202596860556e-35,2.16372269390751e-33,NA,-4.18969829290465e-33,4.29193881227676e-33,2022-03-13
"Gamma",19064,1.59244130104679e-22,1.53243826334075e-21,NA,-2.8442796745743e-21,3.16276793478365e-21,2022-03-13
"Delta",19064,0.000603277753971471,0.000147953292979485,NA,0.000313294628337578,0.000893260879605363,2022-03-13
"Omicron (BA.2)",19064,0.752972095123577,0.00634711469109654,NA,0.740531978923283,0.765412211323871,2022-03-13
"Omicron (BA.3)",19064,0.000533681456234469,0.000272595462220188,NA,-5.95832066148882e-07,0.00106795874453509,2022-03-13
"Omicron (BA.1.1, with S:R346K)",19064,0.175626602868555,0.0052234046432855,NA,0.165388917891036,0.185864287846073,2022-03-13
"Omicron (BA.4)",19064,9.83364957018203e-05,6.84890454696493e-05,NA,-3.58995667542185e-05,0.000232572558157859,2022-03-13
"Omicron (BA.5)",19064,3.59947364390238e-06,6.5588620232658e-06,NA,-9.2556597012661e-06,1.64546069890709e-05,2022-03-13
"Omicron (BA.1)",19071,0.0427734879324872,0.00231149783572186,NA,0.0382430354241301,0.0473039404408443,2022-03-20
"Other",19071,0.000272834192433768,8.46781590403253e-05,NA,0.000106868050437576,0.00043880033442996,2022-03-20
"Alpha",19071,1.6107095158369e-49,8.75400949255956e-49,NA,-1.55468338099016e-48,1.87682528415754e-48,2022-03-20
"Beta",19071,2.28730887662285e-36,1.01646597774668e-34,NA,-1.96936361912755e-34,2.01510979666001e-34,2022-03-20
"Gamma",19071,2.26785433515591e-23,2.29831864211301e-22,NA,-4.2778363300229e-22,4.73140719705408e-22,2022-03-20
"Delta",19071,0.000361679798785914,0.000103664098797461,NA,0.000158501898653087,0.00056485769891874,2022-03-20
"Omicron (BA.2)",19071,0.844128449495665,0.00507180539103795,NA,0.834187893592634,0.854069005398695,2022-03-20
"Omicron (BA.3)",19071,0.000458098737445952,0.000250899628030203,NA,-3.36554972277419e-05,0.000949852972119646,2022-03-20
"Omicron (BA.1.1, with S:R346K)",19071,0.111819619860698,0.00415186475133082,NA,0.103682114479408,0.119957125241988,2022-03-20
"Omicron (BA.4)",19071,0.000177996485088969,0.000107718586495923,NA,-3.31280649086028e-05,0.000389121035086541,2022-03-20
"Omicron (BA.5)",19071,7.83349739553728e-06,1.23068780928776e-05,NA,-1.62875404286278e-05,3.19545352197024e-05,2022-03-20
"Omicron (BA.1)",19078,0.0252987337258355,0.00169243358826762,NA,0.0219816248466051,0.0286158426050659,2022-03-27
"Other",19078,0.000204371554732214,7.20333909895224e-05,NA,6.31887027084576e-05,0.00034555440675597,2022-03-27
"Alpha",19078,9.16537930063981e-52,5.23277801123373e-51,NA,-9.33951851104725e-51,1.11725943711752e-50,2022-03-27
"Beta",19078,1.0197326496574e-37,4.74934388953708e-36,NA,-9.20656970872232e-36,9.4105162386538e-36,2022-03-27
"Gamma",19078,3.21958350520597e-24,3.42925803097273e-23,NA,-6.39926388388069e-23,7.04318058492188e-23,2022-03-27
"Delta",19078,0.000218341872630965,7.22064106148183e-05,NA,7.68199083730108e-05,0.00035986383688892,2022-03-27
"Omicron (BA.2)",19078,0.905813780670071,0.0039132658930079,NA,0.898143920457847,0.913483640882296,2022-03-27
"Omicron (BA.3)",19078,0.000381084999453965,0.000230563712970812,NA,-7.08115741106576e-05,0.000832981573018588,2022-03-27
"Omicron (BA.1.1, with S:R346K)",19078,0.0677354199303812,0.00316749354538579,NA,0.0615272466601619,0.0739435932006004,2022-03-27
"Omicron (BA.4)",19078,0.000331068926051303,0.000170766805089603,NA,-3.62786167929001e-06,0.000665765713781896,2022-03-27
"Omicron (BA.5)",19078,1.71983208439085e-05,2.2684748951381e-05,NA,-2.7262970099131e-05,6.16596117869481e-05,2022-03-27
"Omicron (BA.1)",19085,0.0146475271230087,0.00120343823593569,NA,0.0122888315229563,0.017006222723061,2022-04-03
"Other",19085,0.000155963806939813,6.19486654452099e-05,NA,3.45466537768803e-05,0.000277380960102745,2022-04-03
"Alpha",19085,5.10542233727015e-54,3.05635975657783e-53,NA,-5.47981281296313e-53,6.50089728041716e-53,2022-04-03
"Beta",19085,4.57038511312231e-39,2.22707177239699e-37,NA,-4.31927661375265e-37,4.4106843160151e-37,2022-04-03
"Gamma",19085,4.60245925566897e-25,5.14242350126791e-24,NA,-9.61871893017058e-24,1.05392107813044e-23,2022-04-03
"Delta",19085,0.000133857521162693,5.05030163556964e-05,NA,3.48734279948913e-05,0.000232841614330496,2022-04-03
"Omicron (BA.2)",19085,0.944405222052723,0.00293602471396143,NA,0.938650719355639,0.950159724749807,2022-04-03
"Omicron (BA.3)",19085,0.000311434265575223,0.000213257927150881,NA,-0.000106543591058171,0.000729412122208617,2022-04-03
"Omicron (BA.1.1, with S:R346K)",19085,0.0396713313440524,0.00233583875552621,NA,0.0350931715095281,0.0442494911785766,2022-04-03
"Omicron (BA.4)",19085,0.00063629674771909,0.000274099766798856,NA,9.9071076622504e-05,0.00117352241881568,2022-04-03
"Omicron (BA.5)",19085,3.8367138819019e-05,4.09953999178736e-05,NA,-4.19823685518296e-05,0.000118716646189868,2022-04-03
"Omicron (BA.1)",19092,0.00838593510695964,0.000835289802762169,NA,0.00674879717689223,0.0100230730370271,2022-04-10
"Other",19092,0.000121731311892202,5.40840822548146e-05,NA,1.57284585358637e-05,0.00022773416524854,2022-04-10
"Alpha",19092,2.8116672254219e-56,1.76182533205224e-55,NA,-3.17194747533052e-55,3.7342809204149e-55,2022-04-10
"Beta",19092,2.06968660461694e-40,1.0534345085984e-38,NA,-2.04399683087835e-38,2.08539056297069e-38,2022-04-10
"Gamma",19092,6.66517211016152e-26,7.79789579902439e-25,NA,-1.46170777102678e-24,1.59501121323001e-24,2022-04-10
"Delta",19092,8.37028076884926e-05,3.56656816306583e-05,NA,1.37993562083305e-05,0.000153606259168655,2022-04-10
"Omicron (BA.2)",19092,0.967069524767816,0.00216141283465987,NA,0.96283323345616,0.971305816079472,2022-04-10
"Omicron (BA.3)",19092,0.000252469024042775,0.000198453919101838,NA,-0.000136493509987653,0.000641431558073203,2022-04-10
"Omicron (BA.1.1, with S:R346K)",19092,0.0227345358743559,0.0016652622498696,NA,0.0194706818397973,0.0259983899089144,2022-04-10
"Omicron (BA.4)",19092,0.00126487992076146,0.000448413126186476,NA,0.00038600634324095,0.00214375349828197,2022-04-10
"Omicron (BA.5)",19092,8.72211864835736e-05,7.19154071496504e-05,NA,-5.37304214632754e-05,0.000228172794430423,2022-04-10
"Omicron (BA.1)",19099,0.0047756671446766,0.000567691372995597,NA,0.00366301249927113,0.00588832179008206,2022-04-17
"Other",19099,9.71602405904845e-05,4.79394014013287e-05,NA,3.20074040347124e-06,0.000191119740777498,2022-04-17
"Alpha",19099,1.5399735231949e-58,1.00833921519357e-57,NA,-1.82231119365929e-57,2.13030589829827e-57,2022-04-17
"Beta",19099,9.48365686664556e-42,5.03405471055587e-40,NA,-9.77172936022726e-40,9.96140249756017e-40,2022-04-17
"Gamma",19099,9.79632155234289e-27,1.19801884817017e-25,NA,-2.25011057969026e-25,2.44603701073712e-25,2022-04-17
"Delta",19099,5.34012922972742e-05,2.54620306380953e-05,NA,3.49662927335201e-06,0.000103305955321196,2022-04-17
"Omicron (BA.2)",19099,0.979228122337789,0.0016666685713094,NA,0.975961511963858,0.982494732711721,2022-04-17
"Omicron (BA.3)",19099,0.000204153498708899,0.000184989014218739,NA,-0.000158418306695397,0.000566725304113194,2022-04-17
"Omicron (BA.1.1, with S:R346K)",19099,0.0128475651166423,0.00114916560794533,NA,0.0105952419127974,0.0150998883204872,2022-04-17
"Omicron (BA.4)",19099,0.00259202718271513,0.000764758980317228,NA,0.00109312712443978,0.00409092724099047,2022-04-17
"Omicron (BA.5)",19099,0.000201903186579983,0.000120988175226599,NA,-3.52292794193716e-05,0.000439035652579339,2022-04-17
"Omicron (BA.1)",19106,0.00271209966521152,0.000378512162806639,NA,0.00197022945840015,0.0034539698720229,2022-04-24
"Other",19106,7.90308682759118e-05,4.30073108887942e-05,NA,-5.26191213804209e-06,0.000163323648689866,2022-04-24
"Alpha",19106,8.41113074846862e-61,5.74567278189054e-60,NA,-1.04201986446107e-59,1.21024247943044e-59,2022-04-24
"Beta",19106,4.3914129098128e-43,2.42734309981808e-41,NA,-4.71359092466713e-41,4.80141918286338e-41,2022-04-24
"Gamma",19106,1.45897045420409e-27,1.86191943200591e-26,NA,-3.50339798342645e-26,3.79519207426727e-26,2022-04-24
"Delta",19106,3.46544881968088e-05,1.83341226500573e-05,NA,-1.27973188544363e-06,7.05887082790612e-05,2022-04-24
"Omicron (BA.2)",19106,0.983907445683144,0.00175817645485032,NA,0.980461483153171,0.987353408213117,2022-04-24
"Omicron (BA.3)",19106,0.000165007241848746,0.000171856411888777,NA,-0.000171825135965538,0.000501839619663031,2022-04-24
"Omicron (BA.1.1, with S:R346K)",19106,0.00719081553908887,0.000769741573333618,NA,0.00568214977795178,0.00869948130022596,2022-04-24
"Omicron (BA.4)",19106,0.00543677978737339,0.0014367075776839,NA,0.00262088467879716,0.00825267489594962,2022-04-24
"Omicron (BA.5)",19106,0.000474166726860476,0.000202950768657121,NA,7.6390529657798e-05,0.000871942924063154,2022-04-24
"Omicron (BA.1)",19113,0.00153535211590372,0.000247671494889607,NA,0.00104992490592289,0.00202077932588454,2022-05-01
"Other",19113,6.51144312919068e-05,3.8824752404359e-05,NA,-1.09806851293217e-05,0.000141209547713135,2022-05-01
"Alpha",19113,4.58177721036043e-63,3.26016780633032e-62,NA,-5.93163376292834e-62,6.84798920500042e-62,2022-05-01
"Beta",19113,2.04772264018127e-44,1.17694047958747e-42,NA,-2.28628372553692e-42,2.32723817834055e-42,2022-05-01
"Gamma",19113,2.19197597861606e-28,2.91456261319065e-27,NA,-5.493240154679e-27,5.93163535040221e-27,2022-05-01
"Delta",19113,2.27424031603587e-05,1.32470418840835e-05,NA,-3.22132183413862e-06,4.8706128154856e-05,2022-05-01
"Omicron (BA.2)",19113,0.981586748850608,0.00320631824012699,NA,0.975302480576985,0.987871017124231,2022-05-01
"Omicron (BA.3)",19113,0.00013318265195509,0.00015832422098255,NA,-0.000177127119051068,0.000443492422961248,2022-05-01
"Omicron (BA.1.1, with S:R346K)",19113,0.00399205649288418,0.00050167803266029,NA,0.0030087856170351,0.00497532736873325,2022-05-01
"Omicron (BA.4)",19113,0.0115423471714076,0.00311729215704495,NA,0.00543256681431035,0.0176521275285049,2022-05-01
"Omicron (BA.5)",19113,0.00112245588278906,0.000440506131890757,NA,0.000259079729314128,0.001985832036264,2022-05-01
"Omicron (BA.1)",19120,0.000863497434813728,0.000158717267453547,NA,0.000552417306880165,0.00117457756274729,2022-05-08
"Other",19120,5.38633606594642e-05,3.49708024551667e-05,NA,-1.46781526631275e-05,0.000122404873982056,2022-05-08
"Alpha",19120,2.48292856959532e-65,1.83756000837393e-64,NA,-3.35325857888449e-64,3.84984429280356e-64,2022-05-08
"Beta",19120,9.56064802390269e-46,5.70588531129801e-44,NA,-1.10877232298212e-43,1.12789361902992e-43,2022-05-08
"Gamma",19120,3.29812332139758e-29,4.56210183286787e-28,NA,-8.61174295408543e-28,9.27136761836495e-28,2022-05-08
"Delta",19120,1.49619879959897e-05,9.5267562475625e-06,NA,-3.71011113872478e-06,3.36340871307041e-05,2022-05-08
"Omicron (BA.2)",19120,0.969729835862952,0.00751803513379729,NA,0.954994757766203,0.984464913959701,2022-05-08
"Omicron (BA.3)",19120,0.000106917235191667,0.000143796336609878,NA,-0.000174918405672492,0.000388752876055826,2022-05-08
"Omicron (BA.1.1, with S:R346K)",19120,0.00219470123666629,0.000318342053757541,NA,0.001570762276537,0.00281864019679559,2022-05-08
"Omicron (BA.4)",19120,0.0243853093989198,0.00740976816505223,NA,0.00986243066162603,0.0389081881362136,2022-05-08
"Omicron (BA.5)",19120,0.00265091348280097,0.00137528771326275,NA,-4.46009035744632e-05,0.00534642786917641,2022-05-08
"Omicron (BA.1)",19127,0.000478986933074478,9.9150191151298e-05,NA,0.000284656129357672,0.000673317736791284,2022-05-15
"Other",19127,4.4191652184537e-05,3.10605163436534e-05,NA,-1.66858411902413e-05,0.000105069145559315,2022-05-15
"Alpha",19127,1.33082230835047e-67,1.02292624567533e-66,NA,-1.87181636952937e-66,2.13798083119947e-66,2022-05-15
"Beta",19127,4.43102462321526e-47,2.74227378177303e-45,NA,-5.33044760179144e-45,5.41906809425575e-45,2022-05-15
"Gamma",19127,4.91626036603868e-30,7.06409673660106e-29,NA,-1.33537491504411e-28,1.43370012236489e-28,2022-05-15
"Delta",19127,9.7467146699251e-06,6.7400158772875e-06,NA,-3.46347370478653e-06,2.29569030446367e-05,2022-05-15
"Omicron (BA.2)",19127,0.942071683305594,0.0176028584455398,NA,0.907570714727379,0.976572651883808,2022-05-15
"Omicron (BA.3)",19127,8.47028502587057e-05,0.000127701346060688,NA,-0.000165587188797528,0.00033499288931494,2022-05-15
"Omicron (BA.1.1, with S:R346K)",19127,0.00118827770434802,0.000196414846625461,NA,0.000803311678933161,0.00157324372976289,2022-05-15
"Omicron (BA.4)",19127,0.0499766849331767,0.0171899311722315,NA,0.0162850389388804,0.0836683309274729,2022-05-15
"Omicron (BA.5)",19127,0.0061457259066939,0.00440947938384045,NA,-0.00249669487620525,0.014788146689593,2022-05-15
"Omicron (BA.1)",19134,0.000259180542191746,6.00910121508152e-05,NA,0.00014140432258159,0.000376956761801903,2022-05-22
"Other",19134,3.54812939245903e-05,2.6863950445028e-05,NA,-1.71710814301333e-05,8.81336692793138e-05,2022-05-22
"Alpha",19134,6.98782620395473e-70,5.57084704839483e-69,NA,-1.02198769578397e-68,1.16174421986306e-68,2022-05-22
"Beta",19134,2.01665875127733e-48,1.29258213120956e-46,NA,-2.51324783671799e-46,2.55358101174354e-46,2022-05-22
"Gamma",19134,7.16636596674911e-31,1.06817196919033e-29,NA,-2.02191492924079e-29,2.16524224857577e-29,2022-05-22
"Delta",19134,6.2012270457707e-06,4.63208844378146e-06,NA,-2.87749947724515e-06,1.52799535687865e-05,2022-05-22
"Omicron (BA.2)",19134,0.889119119318885,0.0368065810590224,NA,0.816979546049147,0.961258692588623,2022-05-22
"Omicron (BA.3)",19134,6.54859741056217e-05,0.000109765874549733,NA,-0.000149651186743397,0.000280623134954641,2022-05-22
"Omicron (BA.1.1, with S:R346K)",19134,0.000627226790314329,0.00011776636653789,NA,0.000396408953309922,0.000858044627318736,2022-05-22
"Omicron (BA.4)",19134,0.0962147911253726,0.0354224202722211,NA,0.0267881231465776,0.165641459104167,2022-05-22
"Omicron (BA.5)",19134,0.0136725137281602,0.0125939995877785,NA,-0.011011271885198,0.0383562993415185,2022-05-22
"Omicron (BA.1)",19141,0.00013505049808565,3.52820688793954e-05,NA,6.58989137819739e-05,0.000204202082389327,2022-05-29
"Other",19141,2.75155940282303e-05,2.23671230714231e-05,NA,-1.63231616295339e-05,7.13543496859944e-05,2022-05-29
"Alpha",19141,3.54902928089672e-72,2.93085867269275e-71,NA,-5.38947451416498e-71,6.09928037034432e-71,2022-05-29
"Beta",19141,8.89756239878896e-50,5.89930420357691e-48,NA,-1.14734481488686e-47,1.16513993968444e-47,2022-05-29
"Gamma",19141,1.00702473530393e-31,1.55504134042476e-30,NA,-2.94712254817302e-30,3.1485274952338e-30,2022-05-29
"Delta",19141,3.80356081538166e-06,3.05789230627668e-06,NA,-2.18979797352276e-06,9.79691960428608e-06,2022-05-29
"Omicron (BA.2)",19141,0.80287520641483,0.0649047443490701,NA,0.675664245064873,0.930086167764787,2022-05-29
"Omicron (BA.3)",19141,4.88383688880938e-05,9.04400604864812e-05,NA,-0.000128420892425033,0.000226097630201221,2022-05-29
"Omicron (BA.1.1, with S:R346K)",19141,0.000318708879960418,6.87908334063426e-05,NA,0.000183881324017491,0.000453536435903344,2022-05-29
"Omicron (BA.4)",19141,0.168279754742287,0.0612646032768253,NA,0.0482033387925753,0.288356170691999,2022-05-29
"Omicron (BA.5)",19141,0.0283111219411051,0.0306359469019401,NA,-0.0317342306189788,0.0883564745011891,2022-05-29
"Omicron (BA.1)",19148,6.7169659879131e-05,2.00695461050199e-05,NA,2.78340723272258e-05,0.000106505247431036,2022-06-05
"Other",19148,2.03968529113039e-05,1.77773907988195e-05,NA,-1.4446192793476e-05,5.52398986160839e-05,2022-06-05
"Alpha",19148,1.72499020734058e-74,1.47391542160669e-73,NA,-2.71632212187321e-73,3.06132016334133e-73,2022-06-05
"Beta",19148,3.75681808942744e-51,2.57378792632427e-49,NA,-5.00696345854532e-49,5.08209982033387e-49,2022-06-05
"Gamma",19148,1.34626025178531e-32,2.1511470080656e-31,NA,-4.08154463608113e-31,4.35079668643819e-31,2022-06-05
"Delta",19148,2.22858255302534e-06,1.92502859127325e-06,NA,-1.54440415508011e-06,6.00156926113078e-06,2022-06-05
"Omicron (BA.2)",19148,0.686251739642902,0.0940199353527778,NA,0.501976052522673,0.870527426763131,2022-06-05
"Omicron (BA.3)",19148,3.49855965360009e-05,7.12429940176971e-05,NA,-0.000104648105889488,0.00017461929896149,2022-06-05
"Omicron (BA.1.1, with S:R346K)",19148,0.000154685765582497,3.90868915836837e-05,NA,7.80768658108556e-05,0.000231294665354139,2022-06-05
"Omicron (BA.4)",19148,0.260959484901809,0.0875792009184283,NA,0.0893074053068923,0.432611564496726,2022-06-05
"Omicron (BA.5)",19148,0.052509308997827,0.0605219306451716,NA,-0.0661114953415404,0.171130113337194,2022-06-05
"Omicron (BA.1)",19155,3.20441475201418e-05,1.09548815784467e-05,NA,1.05729741714851e-05,5.35153208687986e-05,2022-06-12
"Other",19155,1.44983423281534e-05,1.35277956269734e-05,NA,-1.20156498909328e-05,4.10123345472397e-05,2022-06-12
"Alpha",19155,8.04628819626744e-77,7.10573858679056e-76,NA,-1.31223628940393e-75,1.47316205332928e-75,2022-06-12
"Beta",19155,1.51670584941727e-52,1.0725715786642e-50,NA,-2.08703460652893e-50,2.11736872351727e-50,2022-06-12
"Gamma",19155,1.71045533659663e-33,2.82492768598983e-32,NA,-5.36571098981047e-32,5.7078020571298e-32,2022-06-12
"Delta",19155,1.25354864356374e-06,1.16073932422767e-06,NA,-1.02145862736185e-06,3.52855591448933e-06,2022-06-12
"Omicron (BA.2)",19155,0.558199832287549,0.109259894296825,NA,0.344054374511119,0.772345290063979,2022-06-12
"Omicron (BA.3)",19155,2.43707483610296e-05,5.43398852035972e-05,NA,-8.21334695620619e-05,0.000130874966284121,2022-06-12
"Omicron (BA.1.1, with S:R346K)",19155,7.22253884946699e-05,2.11733478314833e-05,NA,3.07263893128234e-05,0.000113724387676516,2022-06-12
"Omicron (BA.4)",19155,0.357400471494103,0.105798377499094,NA,0.150039461973106,0.564761481015099,2022-06-12
"Omicron (BA.5)",19155,0.0842553040430008,0.093612236366905,NA,-0.0992213077483837,0.267731915834385,2022-06-12
